DNCACRD,*,MIURA,*,MIURA,0602166000
DNCACRD,*,MIURA PM,*,MIURA PM,0602166000
DNCACRD,*,MIURI,*,MIURI,0602166000
DNCACRD,*,MIURI PM,*,MIURI PM,0602166000
DNCACRD,*,VELADOR,*,VELADOR,0602166000
DNCACRD,*,VELADOR PM,*,VELADOR PM,0602166000
DNCACRD,*,VENASQUO,*,VENASQUO,0602166000
DNCACRD,*,VENASQUO PM,*,VENASQUO PM,0602166000
DNCACRD,*,*,*,DEFAULT,0602166000
