14246831,SICAV EXPANSION,*,EXPANSION,0615647000
14246831,SICAV HIGH YIELD EQUITY,*,HIGH YIELD EQU,0615647000
207436,SICAV CORPORATE BONDS,*,CORPORATE BONDS,0615647000
207436,SICAV DETTE EMERGENTE,*,DETTE EMERGENTE,0615647000
207436,SICAV EXPANSION,*,EXPANSION,0615647000
207436,SICAV HIGH YIELD EQUITY,*,HIGH YIELD EQU,0615647000
32340,SICAV CORPORATE BONDS,*,CORPORATE BONDS,0615647000
32340,SICAV DETTE EMERGENTE,*,DETTE EMERGENTE,0615647000
32340,SICAV EXPANSION,*,EXPANSION,0615647000
32340,SICAV HIGH YIELD EQUITY,*,HIGH YIELD EQU,0615647000
10656557,LIRA,*,GWA LIRA,0621116682
10656557,PICOS,*,PICOS,0621116682
2553474,LIRA,*,GWA LIRA,0621116682
2553474,PICOS,*,PICOS,0621116682
4514147,LIRA,*,GWA LIRA,0621116682
4514147,PICOS,*,PICOS,0621116682
1473622,AMERICA,*,AMERICA 38,0621226048
1473622,EUROPA,*,EUROPA 38,0621226048
412762,AMERICA,*,AMERICA 38,0621226048
412762,EUROPA,*,EUROPA 38,0621226048
433332,AMERICA,*,AMERICA 38,0621226048
433332,EUROPA,*,EUROPA 38,0621226048
5409422,AMERICA,*,AMERICA 38,0621226048
5409422,EUROPA,*,EUROPA 38,0621226048
7022522,AMERICA,*,AMERICA 38,0621226048
7022522,EUROPA,*,EUROPA 38,0621226048
7741847,AMERICA,*,AMERICA 38,0621226048
7741847,EUROPA,*,EUROPA 38,0621226048
9440650,AMERICA,*,AMERICA 38,0621226048
9440650,EUROPA,*,EUROPA 38,0621226048
1473622,REJECT,*,REJECT,0621226048
412762,REJECT,*,REJECT,0621226048
433332,REJECT,*,REJECT,0621226048
5409422,REJECT,*,REJECT,0621226048
7022522,REJECT,*,REJECT,0621226048
7741847,REJECT,*,REJECT,0621226048
9440650,REJECT,*,REJECT,0621226048
3857823,BRAZIL,*,BRAZIL WARRANTS,0621200633
3857823,CHINA,*,CHINA WARRANTS,0621200633
3857823,INDIA,*,INDIA WARRANTS,0621200633
3857823,JAPAN,*,JAPAN WARRANTS,0621200633
4770737,BRAZIL,*,BRAZIL WARRANTS,0621200633
4770737,CHINA,*,CHINA WARRANTS,0621200633
4770737,INDIA,*,INDIA WARRANTS,0621200633
4770737,JAPAN,*,JAPAN WARRANTS,0621200633
8242757,BRAZIL,*,BRAZIL WARRANTS,0621200633
8242757,CHINA,*,CHINA WARRANTS,0621200633
8242757,INDIA,*,INDIA WARRANTS,0621200633
8242757,JAPAN,*,JAPAN WARRANTS,0621200633
13320108,ABSOLUMENT,*,ABSOLUMENT,0601324000
13320108,ACTIONS DEFENSIVES EU,*,ACTIONS DEFENSIVES EU,0601324000
13320108,ALPHA CT,*,ALPHA CT,0601324000
13320108,GERER CT,*,GERER CT,0601324000
13320108,PREMIERE SICAV,*,PREMIERE SICAV,0601324000
13320108,REGULARITE PLUS,*,REGULARITE PLUS,0601324000
13320108,REVENU TRIM,*,REVENU TRIM,0601324000
13320108,UNIMT SICAV,*,UNIMT SICAV,0601324000
13464060,ABSOLUMENT,*,ABSOLUMENT,0601324000
13464060,ACTIONS DEFENSIVES EU,*,ACTIONS DEFENSIVES EU,0601324000
13464060,ALPHA CT,*,ALPHA CT,0601324000
13464060,GERER CT,*,GERER CT,0601324000
13464060,PREMIERE SICAV,*,PREMIERE SICAV,0601324000
13464060,REGULARITE PLUS,*,REGULARITE PLUS,0601324000
13464060,REVENU TRIM,*,REVENU TRIM,0601324000
13464060,UNIMT SICAV,*,UNIMT SICAV,0601324000
3867529,ABSOLUMENT,*,ABSOLUMENT,0601324000
3867529,ACTIONS DEFENSIVES EU,*,ACTIONS DEFENSIVES EU,0601324000
3867529,ALPHA CT,*,ALPHA CT,0601324000
3867529,GERER CT,*,GERER CT,0601324000
3867529,PREMIERE SICAV,*,PREMIERE SICAV,0601324000
3867529,REGULARITE PLUS,*,REGULARITE PLUS,0601324000
3867529,REVENU TRIM,*,REVENU TRIM,0601324000
3867529,UNIMT SICAV,*,UNIMT SICAV,0601324000
75828,ABSOLUMENT,*,ABSOLUMENT,0601324000
75828,ACTIONS DEFENSIVES EU,*,ACTIONS DEFENSIVES EU,0601324000
75828,ALPHA CT,*,ALPHA CT,0601324000
75828,GERER CT,*,GERER CT,0601324000
75828,PREMIERE SICAV,*,PREMIERE SICAV,0601324000
75828,REGULARITE PLUS,*,REGULARITE PLUS,0601324000
75828,REVENU TRIM,*,REVENU TRIM,0601324000
75828,UNIMT SICAV,*,UNIMT SICAV,0601324000
13320108,SEM OPTIMUM,*,SEM OPTIMUM,0601324000
13464060,SEM OPTIMUM,*,SEM OPTIMUM,0601324000
3867529,SEM OPTIMUM,*,SEM OPTIMUM,0601324000
75828,SEM OPTIMUM,*,SEM OPTIMUM,0601324000
17741423,SEM OPTIMUM,*,SEM OPTIMUM,0601324000
16817512,SEM OPTIMUM,*,SEM OPTIMUM,0601324000
12395826,EQUITY ALPHA,*,EQU ALPHA,0621121529
12395826,GLOBAL EM MACRO,*,GLOBAL,0621121529
14297748,EQUITY ALPHA,*,EQU ALPHA,0621121529
14297748,GLOBAL EM MACRO,*,GLOBAL,0621121529
14407930,EQUITY ALPHA,*,EQU ALPHA,0621121529
14407930,GLOBAL EM MACRO,*,GLOBAL,0621121529
14051984,ALPHA NOVA HORIZON,*,NOVA_HORIZON,0613517000
12748158,ALPHA NOVA HORIZON,*,NOVA_HORIZON,0613517000
10238015,ALPHA NOVA HORIZON,*,NOVA_HORIZON,0613517000
1177537,BAM,*,BAM,0621115717
1177537,MONDE,*,MONDE,0621115717
1177537,OBLIG,*,OBLIG,0621115717
40556,BAM,*,BAM,0621115717
40556,MONDE,*,MONDE,0621115717
40556,OBLIG,*,OBLIG,0621115717
10107871,*,*,DEFAULT,0621204739
10385340,*,*,DEFAULT,0621204739
10686183,*,*,DEFAULT,0621204739
13056987,*,*,DEFAULT,0621204739
13366612,*,*,DEFAULT,0621204739
13424831,*,*,DEFAULT,0621204739
14904658,*,*,DEFAULT,0621204739
7806940,*,*,DEFAULT,0621204739
7818969,*,*,DEFAULT,0621204739
7819093,*,*,DEFAULT,0621204739
7819141,*,*,DEFAULT,0621204739
7819277,*,*,DEFAULT,0621204739
7824099,*,*,DEFAULT,0621204739
7827080,*,*,DEFAULT,0621204739
7830237,*,*,DEFAULT,0621204739
8040773,*,*,DEFAULT,0621204739
8742217,*,*,DEFAULT,0621204739
9339815,*,*,DEFAULT,0621204739
10662813,PEYREAUX,*,PEYREAUX,0603389000
10662813,PJD,*,PJD,0603389000
6328993,PEYREAUX,*,PEYREAUX,0603389000
6328993,PJD,*,PJD,0603389000
4519329,BLACKSNAKE,*,BLACKSNAKE,0621141193
4519329,STANWARD,*,STANWARD,0621141193
4828027,BLACKSNAKE,*,BLACKSNAKE,0621141193
4828027,STANWARD,*,STANWARD,0621141193
14905162,LONG RUN,*,GLOBAL EQU POOL,0621249951
14906368,LONG RUN,*,GLOBAL EQU POOL,0621249951
10656557,GWA ATL STRAT,*,GWA ATL STRAT,0621116682
2553474,GWA ATL STRAT,*,GWA ATL STRAT,0621116682
4514147,GWA ATL STRAT,*,GWA ATL STRAT,0621116682
3126221,HOTTINGUER CHOLET,*,LX003974851,0621230453
4458034,HOTTINGUER CHOLET,*,LX003974851,0621230453
5009835,HOTTINGUER CHOLET,*,LX003974851,0621230453
6622244,HOTTINGUER CHOLET,*,LX003974851,0621230453
12916923,DYNAMIC,*,DYNAMIC,0621116682
12157316,TRADITION,*,TRADITION,0621189086
9339345,TRADITION,*,TRADITION,0621189086
13882167,CLIENTS,*,CLIENTS ACC,0621251222
7698454,CLIENTS,*,CLIENTS ACC,0621251222
3528215,PLATINIUM,*,QUAESTA - PLATINIUM,LUX0437786
1177537,ASYMACTIONS,*,ASYMACTIONS,0621115717
1177537,ASYMGL,*,ASYMGL,0621115717
1177537,ASYMOB,*,ASYMOB,0621115717
40556,ASYMACTIONS,*,ASYMACTIONS,0621115717
40556,ASYMGL,*,ASYMGL,0621115717
40556,ASYMOB,*,ASYMOB,0621115717
3857823,GLOBAL,*,GLOBAL FRONTIER,0621200633
4770737,GLOBAL,*,GLOBAL FRONTIER,0621200633
8242757,GLOBAL,*,GLOBAL FRONTIER,0621200633
12443154,AFE,*,AFE,0607538000
12443154,ENT,*,ENT,0607538000
12443154,ENT FLEX,*,ENT FLEX,0607538000
12443154,ENT PME,*,ENT PME,0607538000
12443154,VOL 2,*,VOL 2,0607538000
12443154,VOL 4,*,VOL 4,0607538000
12367433,AFE,*,AFE,0607538000
12367433,ENT,*,ENT,0607538000
12367433,ENT FLEX,*,ENT FLEX,0607538000
12367433,ENT PME,*,ENT PME,0607538000
12367433,VOL 2,*,VOL 2,0607538000
12367433,VOL 4,*,VOL 4,0607538000
5639752,AFE,*,AFE,0607538000
5639752,ENT,*,ENT,0607538000
5639752,ENT FLEX,*,ENT FLEX,0607538000
5639752,ENT PME,*,ENT PME,0607538000
5639752,VOL 2,*,VOL 2,0607538000
5639752,VOL 4,*,VOL 4,0607538000
11496719,OPPORTUNITIES,*,OPPORTUNITIES,0621256840
15541012,ABSOLUTE,*,ABSOLUTE,0621260272
15576587,ABSOLUTE,*,ABSOLUTE,0621260272
14426226,GDI3,*,GDI3,0621261075
14426226,GDI4,*,GDI4,0621261075
14318513,GDI3,*,GDI3,0621261075
14318513,GDI4,*,GDI4,0621261075
15481062,EMERALD,*,EMERALD,0621261432
15133053,EMERALD,*,EMERALD,0621261432
6328993,ABSOLUTE RETURN,*,ABSOLUTE RETURN,0603389000
10662813,ABSOLUTE RETURN,*,ABSOLUTE RETURN,0603389000
10671962,ABSOLUTE RETURN,*,ABSOLUTE RETURN,0603389000
9804802,ABSOLUTE RETURN,*,ABSOLUTE RETURN,0603389000
12443154,GLOBAL OPP,*,GLOBAL,0607538000
12367433,GLOBAL OPP,*,GLOBAL,0607538000
5639752,GLOBAL OPP,*,GLOBAL,0607538000
8625796,TEMPO,*,TEMPO,0621247679
8278705,TEMPO,*,TEMPO,0621247679
12205999,TEMPO,*,TEMPO,0621247679
12410825,TEMPO,*,TEMPO,0621247679
412762,MARTIN,*,MARTIN,0621226048
433332,MARTIN,*,MARTIN,0621226048
1473622,MARTIN,*,MARTIN,0621226048
5409422,MARTIN,*,MARTIN,0621226048
7022522,MARTIN,*,MARTIN,0621226048
7741847,MARTIN,*,MARTIN,0621226048
9440650,MARTIN,*,MARTIN,0621226048
14051984,SMALLCAPS,*,SMALLCAPS,0613517000
12748158,SMALLCAPS,*,SMALLCAPS,0613517000
10238015,SMALLCAPS,*,SMALLCAPS,0613517000
867377,CMB,*,DEFAULT CMB,0621260021
867377,ROTHSCHILD,*,DEFAULT EDMOND,0621260021
867377,*,*,DEFAULT,0621260021
12020329,NON-US,*, NON-US,0621263249
12020329,US,*,US,0621263249
14426226,POST ALLOC,*,POST ALLOC,0621261075
14318513,POST ALLOC,*,POST ALLOC,0621261075
12157316,GRAVITY EUROPE,*,GRAVITY EUROPE,0621189086
9339345,GRAVITY PLUS EUROPE,*,GRAVITY PLUS EUROPE,0621189086
13873020,ALTAIR,*,ALTAIR,0621258907
13835157,ALTAIR,*,ALTAIR,0621258907
13873020,ALTITUDES,*,ALTITUDES,0621258907
13835157,ALTITUDES,*,ALTITUDES,0621258907
13873020,EXPERT EURO,*,EXPERT EURO,0621258907
13835157,EXPERT EURO,*,EXPERT EURO,0621258907
13873020,PATRIMOINE,*,PATRIMOINE,0621258907
13835157,PATRIMOINE,*,PATRIMOINE,0621258907
13873020,SELECTION,*,SELECTION,0621258907
13835157,SELECTION,*,SELECTION,0621258907
13873020,GLOBAL GOLD,*,GLOBAL GOLD,0621258907
13835157,GLOBAL GOLD,*,GLOBAL GOLD,0621258907
11007072,ALTAIR,*,ALTAIR,0621258907
11007072,ALTITUDES,*,ALTITUDES,0621258907
11007072,EXPERT EURO,*,EXPERT EURO,0621258907
11007072,PATRIMOINE,*,PATRIMOINE,0621258907
11007072,SELECTION,*,SELECTION,0621258907
11007072,GLOBAL GOLD,*,GLOBAL GOLD,0621258907
12157316,GRAVITY PLUS EUROPE,*,GRAVITY PLUS EUROPE,0621189086
9339345,GRAVITY EUROPE,*,GRAVITY EUROPE,0621189086
870404,ABSOLUTE RETURN,*,ABSOLUTE RETURN,0621121536
870404,EUROPEAN EQUITY,*,EUROPEAN EQUITY,0621121536
870404,FLEXIBLE ALLOCATION,*,FLEXIBLE ALLOCATION,0621121536
870404,FLEXIBLE BOND,*,FLEXIBLE BOND,0621121536
4499718,ABSOLUTE RETURN,*,ABSOLUTE RETURN,0621121536
4499718,EUROPEAN EQUITY,*,EUROPEAN EQUITY,0621121536
4499718,FLEXIBLE ALLOCATION,*,FLEXIBLE ALLOCATION,0621121536
4499718,FLEXIBLE BOND,*,FLEXIBLE BOND,0621121536
7622190,DIVERSIFIED,*,DIVERSIFIED,0614684000
7622190,FIXED INCOME,*,FIXED INCOME,0614684000
4210301,ALPHA TAUX,*,ALPHA TAUX,0621233466
13566386,ALPHA TAUX,*,ALPHA TAUX,0621233466
7606276,MODERATE,*,MODERATE,0621118214
5784050,MODERATE,*,MODERATE,0621118214
16379830,MODERATE,*,MODERATE,0621118214
1239505,MODERATE,*,MODERATE,0621118214
7606276,DYNAMIC,*,DYNAMIC,0621118214
5784050,DYNAMIC,*,DYNAMIC,0621118214
16379830,DYNAMIC,*,DYNAMIC,0621118214
1239505,DYNAMIC,*,DYNAMIC,0621118214
16389221,DIVIDENDES,*,DIVIDENDES,0621238422
11146048,DIMENSION,*,DIMENSION,0621273519
11379079,DIMENSION,*,DIMENSION,0621273519
11383231,DIMENSION,*,DIMENSION,0621273519
11146048,GLOBAL MACRO,*,GLOBAL MACRO,0621273519
11379079,GLOBAL MACRO,*,GLOBAL MACRO,0621273519
